index,question,sentence
1723,Who published Tesla's writings?,Tesla wrote a number of books and articles for magazines and journals.
4754,What year did the university team up with Shimer College?,"The University of Chicago agreed to confer a degree on any graduating senior from an affiliated school who made a grade of A for all four years, and on any other graduate who took twelve weeks additional study at the University of Chicago."
2408,"Besides fats, fatty acids, and amino acids,what other organic compounds contain oxygen?","Of the organic compounds with biological relevance, carbohydrates contain the largest proportion by mass of oxygen."
3952,Whose English translation of the Bible did the Luther Bible influence?,"The Luther Bible influenced other vernacular translations, such as William Tyndale's English Bible (1525 forward), a precursor of the King James Bible."
3517,Who hired Tesla in New York?,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment."
5278,Whose English translation of the Bible did the Luther Bible influence?,"Published at a time of rising demand for German-language publications, Luther's version quickly became a popular and influential Bible translation."
2083,What does the CPI scale measure?,"Kenya ranks low on Transparency International's Corruption Perception Index (CPI), a metric which attempts to gauge the prevalence of public sector corruption in various countries."
82,How many times less is the strenght of the weak field compared to the strong?,"Still, it is stronger than gravity over short distances."
441,What does the bolinopsis generally eat?,"Bolinopsis often reach high population densities at the same place and time because they specialize in different types of prey: Pleurobrachia's long tentacles mainly capture relatively strong swimmers such as adult copepods, while Bolinopsis generally feeds on smaller, weaker swimmers such as rotifers and mollusc and crustacean larvae."
4566,In what decade did ABC finish transitioning to color?,ABC's gains in audience share were greatly helped by the fact that several smaller markets had grown large enough to allow full-time affiliations from all three networks.
2065,The church emphasizes the need to be in supportive ministry of what group?,"The Church emphasizes the need to be in supportive ministry with all women, regardless of their choice."
1484,What shows us lost chloroplasts?,Endosymbiotic gene transfer is how we know about the lost chloroplasts in many chromalveolate lineages.
5426,How many students were enrolled in public schools in Victoria?,"Just under 540,800 students were enrolled in public schools, and just over 311,800 in private schools."
3862,What did Tesla first receive after starting his company?,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Robert Lane and Benjamin Vail, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufacturing."
4800,What is the area called where one plate subducts under another?,"Plate tectonics also provided a mechanism for Alfred Wegener's theory of continental drift, in which the continents move across the surface of the Earth over geologic time."
4279,What did he believe the ether did?,"He was a believer in the 19th century concept of an all pervasive ""ether"" that transmitted electrical energy."
2743,When did Luther publish On the Bondage of the Will?,"This teaching by Luther was clearly expressed in his 1525 publication On the Bondage of the Will, which was written in response to On Free Will by Desiderius Erasmus (1524)."
75,What type of number do modern mathematicians consider 1 to be?,"Most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime."
2480,What increases rapidly as per capita income increases?,"This pattern of higher incomes-longer lives still holds among poorer countries, where life expectancy increases rapidly as per capita income increases, but in recent decades it has slowed down among middle income countries and plateaued among the richest thirty or so countries in the world."
